,Human Weight,Ball Weight,Number of Points,Minimum Cost - Our Algorithm,Minimum Cost - Shortest Distance,Distance of Path - Our Algorithm,Shortest Distance,Algorithm Path,SD Path,Cost Savings,Time to Calculate (seconds),Point 0,Point 1,Point 2,Point 3,Point 4,Point 5,Point 6,Point 7,Point 8,Point 9,Point 10,Point 11
253,30,17.5,5,1894.156,2156.256,32.35,30.371,"[[0, 0], [8, 1], [0, 10], [1, 6], [1, 4], [2, 0], [0, 0]]","[[0, 0], [2, 0], [8, 1], [0, 10], [1, 6], [1, 4], [0, 0]]",262.1,0.003,"[0, 0]","[8, 1]","[0, 10]","[1, 6]","[1, 4]","[2, 0]","[0, 0]",,,,,
254,55,2.5,6,2296.114,2296.114,37.417,37.417,"[[0, 0], [0, 10], [6, 10], [10, 9], [9, 5], [6, 7], [5, 4], [0, 0]]","[[0, 0], [0, 10], [6, 10], [10, 9], [9, 5], [6, 7], [5, 4], [0, 0]]",0.0,0.019,"[0, 0]","[0, 10]","[6, 10]","[10, 9]","[9, 5]","[6, 7]","[5, 4]","[0, 0]",,,,
255,185,77.5,4,5886.265,5886.265,18.261,18.261,"[[0, 0], [5, 0], [6, 3], [1, 4], [0, 4], [0, 0]]","[[0, 0], [5, 0], [6, 3], [1, 4], [0, 4], [0, 0]]",0.0,0.001,"[0, 0]","[5, 0]","[6, 3]","[1, 4]","[0, 4]","[0, 0]",,,,,,
256,95,20.0,5,3619.511,3619.511,26.365,26.365,"[[0, 0], [1, 6], [10, 5], [10, 5], [7, 3], [5, 2], [0, 0]]","[[0, 0], [1, 6], [10, 5], [10, 5], [7, 3], [5, 2], [0, 0]]",0.0,0.003,"[0, 0]","[1, 6]","[10, 5]","[10, 5]","[7, 3]","[5, 2]","[0, 0]",,,,,
257,195,45.0,9,12231.703,13283.913,37.155,35.474,"[[0, 0], [9, 0], [10, 4], [3, 10], [1, 9], [1, 9], [0, 6], [3, 2], [3, 1], [1, 1], [0, 0]]","[[0, 0], [0, 6], [1, 9], [1, 9], [3, 10], [10, 4], [9, 0], [3, 1], [3, 2], [1, 1], [0, 0]]",1052.21,12.4955,"[0, 0]","[9, 0]","[10, 4]","[3, 10]","[1, 9]","[1, 9]","[0, 6]","[3, 2]","[3, 1]","[1, 1]","[0, 0]",
258,145,7.5,3,3613.364,3613.364,23.269,23.269,"[[0, 0], [6, 0], [2, 8], [2, 6], [0, 0]]","[[0, 0], [6, 0], [2, 8], [2, 6], [0, 0]]",0.0,0.121,"[0, 0]","[6, 0]","[2, 8]","[2, 6]","[0, 0]",,,,,,,
259,170,87.5,4,7473.844,7473.844,23.536,23.536,"[[0, 0], [7, 4], [2, 8], [1, 8], [1, 7], [0, 0]]","[[0, 0], [7, 4], [2, 8], [1, 8], [1, 7], [0, 0]]",0.0,0.0,"[0, 0]","[7, 4]","[2, 8]","[1, 8]","[1, 7]","[0, 0]",,,,,,
260,195,27.5,8,8964.645,8964.645,31.285,31.285,"[[0, 0], [2, 9], [5, 10], [6, 9], [8, 10], [9, 9], [7, 8], [2, 1], [2, 0], [0, 0]]","[[0, 0], [2, 9], [5, 10], [6, 9], [8, 10], [9, 9], [7, 8], [2, 1], [2, 0], [0, 0]]",-0.0,1.1062,"[0, 0]","[2, 9]","[5, 10]","[6, 9]","[8, 10]","[9, 9]","[7, 8]","[2, 1]","[2, 0]","[0, 0]",,
261,150,57.5,9,14091.019,14237.297,38.395,35.521,"[[0, 0], [4, 0], [9, 10], [7, 9], [5, 6], [5, 7], [1, 10], [1, 9], [0, 6], [2, 3], [0, 0]]","[[0, 0], [4, 0], [5, 6], [5, 7], [7, 9], [9, 10], [1, 10], [1, 9], [0, 6], [2, 3], [0, 0]]",146.278,11.7012,"[0, 0]","[4, 0]","[9, 10]","[7, 9]","[5, 6]","[5, 7]","[1, 10]","[1, 9]","[0, 6]","[2, 3]","[0, 0]",
262,60,15.0,9,3329.512,3329.512,29.953,29.953,"[[0, 0], [5, 10], [7, 6], [8, 6], [8, 5], [7, 4], [7, 4], [6, 3], [4, 2], [5, 0], [0, 0]]","[[0, 0], [5, 10], [7, 6], [8, 6], [8, 5], [7, 4], [7, 4], [6, 3], [4, 2], [5, 0], [0, 0]]",0.0,12.7534,"[0, 0]","[5, 10]","[7, 6]","[8, 6]","[8, 5]","[7, 4]","[7, 4]","[6, 3]","[4, 2]","[5, 0]","[0, 0]",
263,125,20.0,9,7489.14,7789.989,41.102,38.622,"[[0, 0], [2, 10], [10, 9], [9, 1], [8, 2], [8, 3], [6, 5], [6, 5], [0, 2], [1, 1], [0, 0]]","[[0, 0], [0, 2], [2, 10], [10, 9], [6, 5], [6, 5], [8, 3], [8, 2], [9, 1], [1, 1], [0, 0]]",300.849,13.0137,"[0, 0]","[2, 10]","[10, 9]","[9, 1]","[8, 2]","[8, 3]","[6, 5]","[6, 5]","[0, 2]","[1, 1]","[0, 0]",
264,115,5.0,7,3140.408,3140.408,24.363,24.363,"[[0, 0], [0, 1], [1, 9], [4, 5], [4, 4], [6, 2], [2, 0], [1, 0], [0, 0]]","[[0, 0], [0, 1], [1, 9], [4, 5], [4, 4], [6, 2], [2, 0], [1, 0], [0, 0]]",-0.0,0.2801,"[0, 0]","[0, 1]","[1, 9]","[4, 5]","[4, 4]","[6, 2]","[2, 0]","[1, 0]","[0, 0]",,,
265,195,60.0,5,8855.204,8855.204,27.113,27.113,"[[0, 0], [1, 7], [1, 9], [5, 5], [7, 0], [2, 0], [0, 0]]","[[0, 0], [1, 7], [1, 9], [5, 5], [7, 0], [2, 0], [0, 0]]",0.0,0.004,"[0, 0]","[1, 7]","[1, 9]","[5, 5]","[7, 0]","[2, 0]","[0, 0]",,,,,
266,85,62.5,4,4718.617,4718.617,26.988,26.988,"[[0, 0], [5, 10], [5, 6], [6, 1], [4, 2], [0, 0]]","[[0, 0], [5, 10], [5, 6], [6, 1], [4, 2], [0, 0]]",-0.0,0.001,"[0, 0]","[5, 10]","[5, 6]","[6, 1]","[4, 2]","[0, 0]",,,,,,
267,155,10.0,9,6840.916,6840.916,34.474,34.474,"[[0, 0], [1, 3], [2, 7], [7, 9], [10, 8], [8, 6], [7, 4], [8, 1], [9, 0], [2, 0], [0, 0]]","[[0, 0], [1, 3], [2, 7], [7, 9], [10, 8], [8, 6], [7, 4], [8, 1], [9, 0], [2, 0], [0, 0]]",-0.0,11.9184,"[0, 0]","[1, 3]","[2, 7]","[7, 9]","[10, 8]","[8, 6]","[7, 4]","[8, 1]","[9, 0]","[2, 0]","[0, 0]",
268,50,95.0,7,9265.529,10361.041,33.491,31.443,"[[0, 0], [7, 10], [10, 6], [7, 6], [6, 5], [5, 2], [4, 0], [0, 2], [0, 0]]","[[0, 0], [0, 2], [7, 10], [10, 6], [7, 6], [6, 5], [5, 2], [4, 0], [0, 0]]",1095.512,0.3133,"[0, 0]","[7, 10]","[10, 6]","[7, 6]","[6, 5]","[5, 2]","[4, 0]","[0, 2]","[0, 0]",,,
269,55,12.5,9,2951.982,3003.184,29.311,28.941,"[[0, 0], [1, 10], [3, 10], [6, 10], [6, 8], [6, 8], [3, 8], [3, 8], [2, 8], [1, 5], [0, 0]]","[[0, 0], [6, 8], [6, 8], [6, 10], [3, 10], [1, 10], [2, 8], [3, 8], [3, 8], [1, 5], [0, 0]]",51.202,11.5895,"[0, 0]","[1, 10]","[3, 10]","[6, 10]","[6, 8]","[6, 8]","[3, 8]","[3, 8]","[2, 8]","[1, 5]","[0, 0]",
270,115,90.0,9,11518.267,13421.004,31.333,29.243,"[[0, 0], [7, 10], [4, 9], [2, 10], [1, 8], [2, 8], [3, 6], [1, 3], [2, 2], [0, 1], [0, 0]]","[[0, 0], [2, 2], [3, 6], [7, 10], [4, 9], [2, 10], [2, 8], [1, 8], [1, 3], [0, 1], [0, 0]]",1902.736,11.7765,"[0, 0]","[7, 10]","[4, 9]","[2, 10]","[1, 8]","[2, 8]","[3, 6]","[1, 3]","[2, 2]","[0, 1]","[0, 0]",
271,170,20.0,7,8105.489,8105.489,36.812,36.812,"[[0, 0], [10, 0], [8, 9], [4, 8], [3, 9], [2, 6], [2, 5], [4, 4], [0, 0]]","[[0, 0], [10, 0], [8, 9], [4, 8], [3, 9], [2, 6], [2, 5], [4, 4], [0, 0]]",0.0,0.3331,"[0, 0]","[10, 0]","[8, 9]","[4, 8]","[3, 9]","[2, 6]","[2, 5]","[4, 4]","[0, 0]",,,
272,100,75.0,9,13956.419,15998.519,36.738,36.606,"[[0, 0], [3, 7], [4, 10], [9, 10], [9, 9], [6, 4], [8, 0], [7, 0], [5, 2], [2, 2], [0, 0]]","[[0, 0], [2, 2], [3, 7], [4, 10], [9, 10], [9, 9], [6, 4], [8, 0], [7, 0], [5, 2], [0, 0]]",2042.1,11.3908,"[0, 0]","[3, 7]","[4, 10]","[9, 10]","[9, 9]","[6, 4]","[8, 0]","[7, 0]","[5, 2]","[2, 2]","[0, 0]",
273,105,7.5,4,2995.929,2995.929,24.976,24.976,"[[0, 0], [1, 6], [5, 7], [8, 1], [8, 1], [0, 0]]","[[0, 0], [1, 6], [5, 7], [8, 1], [8, 1], [0, 0]]",-0.0,0.226,"[0, 0]","[1, 6]","[5, 7]","[8, 1]","[8, 1]","[0, 0]",,,,,,
274,95,57.5,7,9861.372,9861.372,33.654,33.654,"[[0, 0], [8, 2], [9, 5], [10, 8], [9, 8], [6, 8], [0, 9], [0, 7], [0, 0]]","[[0, 0], [8, 2], [9, 5], [10, 8], [9, 8], [6, 8], [0, 9], [0, 7], [0, 0]]",-0.0,0.1035,"[0, 0]","[8, 2]","[9, 5]","[10, 8]","[9, 8]","[6, 8]","[0, 9]","[0, 7]","[0, 0]",,,
275,85,97.5,10,18192.587,18192.587,35.997,35.997,"[[0, 0], [1, 4], [1, 10], [2, 9], [4, 7], [9, 9], [8, 5], [7, 1], [7, 0], [6, 0], [2, 0], [0, 0]]","[[0, 0], [1, 4], [1, 10], [2, 9], [4, 7], [9, 9], [8, 5], [7, 1], [7, 0], [6, 0], [2, 0], [0, 0]]",-0.0,125.4076,"[0, 0]","[1, 4]","[1, 10]","[2, 9]","[4, 7]","[9, 9]","[8, 5]","[7, 1]","[7, 0]","[6, 0]","[2, 0]","[0, 0]"
276,55,85.0,3,3020.371,3020.371,17.514,17.514,"[[0, 0], [6, 4], [5, 6], [3, 5], [0, 0]]","[[0, 0], [6, 4], [5, 6], [3, 5], [0, 0]]",-0.0,1.3799,"[0, 0]","[6, 4]","[5, 6]","[3, 5]","[0, 0]",,,,,,,
277,75,40.0,3,2639.392,3016.061,24.496,23.665,"[[0, 0], [10, 3], [1, 4], [1, 0], [0, 0]]","[[0, 0], [1, 4], [10, 3], [1, 0], [0, 0]]",376.669,0.0,"[0, 0]","[10, 3]","[1, 4]","[1, 0]","[0, 0]",,,,,,,
278,80,57.5,7,7739.573,8945.26,35.205,34.845,"[[0, 0], [0, 10], [4, 9], [8, 5], [10, 2], [5, 0], [2, 2], [2, 2], [0, 0]]","[[0, 0], [5, 0], [10, 2], [8, 5], [4, 9], [0, 10], [2, 2], [2, 2], [0, 0]]",1205.687,0.1365,"[0, 0]","[0, 10]","[4, 9]","[8, 5]","[10, 2]","[5, 0]","[2, 2]","[2, 2]","[0, 0]",,,
279,170,85.0,5,11413.307,12033.131,36.056,33.412,"[[0, 0], [10, 10], [4, 9], [0, 8], [0, 6], [3, 0], [0, 0]]","[[0, 0], [3, 0], [10, 10], [4, 9], [0, 8], [0, 6], [0, 0]]",619.823,0.004,"[0, 0]","[10, 10]","[4, 9]","[0, 8]","[0, 6]","[3, 0]","[0, 0]",,,,,
280,105,55.0,7,7880.286,8642.093,32.926,31.194,"[[0, 0], [10, 8], [7, 9], [5, 10], [3, 10], [2, 8], [3, 1], [2, 0], [0, 0]]","[[0, 0], [2, 8], [3, 10], [5, 10], [7, 9], [10, 8], [3, 1], [2, 0], [0, 0]]",761.807,0.1175,"[0, 0]","[10, 8]","[7, 9]","[5, 10]","[3, 10]","[2, 8]","[3, 1]","[2, 0]","[0, 0]",,,
281,135,22.5,3,4113.515,4113.515,26.151,26.151,"[[0, 0], [10, 6], [6, 8], [1, 1], [0, 0]]","[[0, 0], [10, 6], [6, 8], [1, 1], [0, 0]]",-0.0,0.001,"[0, 0]","[10, 6]","[6, 8]","[1, 1]","[0, 0]",,,,,,,
282,85,95.0,6,10094.345,10921.013,33.806,31.23,"[[0, 0], [0, 10], [4, 8], [2, 5], [7, 0], [4, 0], [2, 2], [0, 0]]","[[0, 0], [4, 0], [7, 0], [4, 8], [0, 10], [2, 5], [2, 2], [0, 0]]",826.668,0.012,"[0, 0]","[0, 10]","[4, 8]","[2, 5]","[7, 0]","[4, 0]","[2, 2]","[0, 0]",,,,
283,140,15.0,6,5936.908,5936.908,33.055,33.055,"[[0, 0], [7, 0], [7, 7], [7, 10], [6, 10], [1, 10], [0, 1], [0, 0]]","[[0, 0], [7, 0], [7, 7], [7, 10], [6, 10], [1, 10], [0, 1], [0, 0]]",0.0,0.0115,"[0, 0]","[7, 0]","[7, 7]","[7, 10]","[6, 10]","[1, 10]","[0, 1]","[0, 0]",,,,
284,115,7.5,8,4436.932,4436.932,31.71,31.71,"[[0, 0], [2, 6], [7, 5], [9, 7], [9, 2], [9, 2], [10, 0], [6, 1], [1, 0], [0, 0]]","[[0, 0], [2, 6], [7, 5], [9, 7], [9, 2], [9, 2], [10, 0], [6, 1], [1, 0], [0, 0]]",0.0,0.9792,"[0, 0]","[2, 6]","[7, 5]","[9, 7]","[9, 2]","[9, 2]","[10, 0]","[6, 1]","[1, 0]","[0, 0]",,
285,115,12.5,6,4846.373,4846.373,32.632,32.632,"[[0, 0], [8, 3], [10, 6], [7, 9], [4, 10], [6, 6], [4, 3], [0, 0]]","[[0, 0], [8, 3], [10, 6], [7, 9], [4, 10], [6, 6], [4, 3], [0, 0]]",0.0,0.0285,"[0, 0]","[8, 3]","[10, 6]","[7, 9]","[4, 10]","[6, 6]","[4, 3]","[0, 0]",,,,
286,90,77.5,7,10286.764,10604.506,36.655,32.947,"[[0, 0], [0, 8], [5, 9], [10, 1], [7, 1], [6, 0], [0, 3], [0, 0], [0, 0]]","[[0, 0], [0, 3], [0, 8], [5, 9], [10, 1], [7, 1], [6, 0], [0, 0], [0, 0]]",317.742,0.1195,"[0, 0]","[0, 8]","[5, 9]","[10, 1]","[7, 1]","[6, 0]","[0, 3]","[0, 0]","[0, 0]",,,
287,175,7.5,7,6624.694,6624.694,33.151,33.151,"[[0, 0], [5, 1], [7, 2], [10, 1], [8, 10], [6, 8], [2, 5], [2, 3], [0, 0]]","[[0, 0], [5, 1], [7, 2], [10, 1], [8, 10], [6, 8], [2, 5], [2, 3], [0, 0]]",0.0,0.0925,"[0, 0]","[5, 1]","[7, 2]","[10, 1]","[8, 10]","[6, 8]","[2, 5]","[2, 3]","[0, 0]",,,
288,195,92.5,10,25229.073,25229.073,38.727,38.727,"[[0, 0], [2, 7], [0, 10], [2, 9], [4, 9], [6, 9], [4, 6], [5, 6], [9, 3], [9, 0], [5, 0], [0, 0]]","[[0, 0], [2, 7], [0, 10], [2, 9], [4, 9], [6, 9], [4, 6], [5, 6], [9, 3], [9, 0], [5, 0], [0, 0]]",-0.0,124.3977,"[0, 0]","[2, 7]","[0, 10]","[2, 9]","[4, 9]","[6, 9]","[4, 6]","[5, 6]","[9, 3]","[9, 0]","[5, 0]","[0, 0]"
289,90,7.5,5,2917.688,2917.688,27.539,27.539,"[[0, 0], [1, 7], [1, 10], [6, 9], [4, 1], [4, 1], [0, 0]]","[[0, 0], [1, 7], [1, 10], [6, 9], [4, 1], [4, 1], [0, 0]]",-0.0,1.473,"[0, 0]","[1, 7]","[1, 10]","[6, 9]","[4, 1]","[4, 1]","[0, 0]",,,,,
290,95,2.5,10,3261.92,3261.92,30.951,30.951,"[[0, 0], [3, 2], [1, 7], [2, 8], [3, 9], [5, 6], [9, 1], [5, 0], [4, 0], [3, 0], [3, 0], [0, 0]]","[[0, 0], [3, 2], [1, 7], [2, 8], [3, 9], [5, 6], [9, 1], [5, 0], [4, 0], [3, 0], [3, 0], [0, 0]]",0.0,129.4278,"[0, 0]","[3, 2]","[1, 7]","[2, 8]","[3, 9]","[5, 6]","[9, 1]","[5, 0]","[4, 0]","[3, 0]","[3, 0]","[0, 0]"
291,170,17.5,3,5292.062,5292.062,27.797,27.797,"[[0, 0], [8, 10], [5, 8], [0, 6], [0, 0]]","[[0, 0], [8, 10], [5, 8], [0, 6], [0, 0]]",0.0,0.9852,"[0, 0]","[8, 10]","[5, 8]","[0, 6]","[0, 0]",,,,,,,
292,140,90.0,3,6620.212,6620.212,26.188,26.188,"[[0, 0], [10, 8], [7, 7], [6, 7], [0, 0]]","[[0, 0], [10, 8], [7, 7], [6, 7], [0, 0]]",-0.0,0.0,"[0, 0]","[10, 8]","[7, 7]","[6, 7]","[0, 0]",,,,,,,
293,80,75.0,9,11212.663,11212.663,30.409,30.409,"[[0, 0], [4, 0], [9, 3], [8, 8], [7, 7], [6, 7], [4, 5], [2, 5], [0, 6], [0, 3], [0, 0]]","[[0, 0], [4, 0], [9, 3], [8, 8], [7, 7], [6, 7], [4, 5], [2, 5], [0, 6], [0, 3], [0, 0]]",-0.0,11.2754,"[0, 0]","[4, 0]","[9, 3]","[8, 8]","[7, 7]","[6, 7]","[4, 5]","[2, 5]","[0, 6]","[0, 3]","[0, 0]",
294,45,92.5,6,9165.624,9562.345,38.067,34.836,"[[0, 0], [4, 10], [9, 9], [8, 0], [6, 4], [4, 5], [2, 2], [0, 0]]","[[0, 0], [8, 0], [6, 4], [9, 9], [4, 10], [4, 5], [2, 2], [0, 0]]",396.721,0.194,"[0, 0]","[4, 10]","[9, 9]","[8, 0]","[6, 4]","[4, 5]","[2, 2]","[0, 0]",,,,
295,130,80.0,3,7316.079,7500.933,30.99,30.153,"[[0, 0], [1, 8], [10, 0], [7, 2], [0, 0]]","[[0, 0], [10, 0], [7, 2], [1, 8], [0, 0]]",184.854,0.0,"[0, 0]","[1, 8]","[10, 0]","[7, 2]","[0, 0]",,,,,,,
296,145,2.5,9,5712.105,5712.105,36.675,36.675,"[[0, 0], [4, 5], [3, 10], [4, 10], [5, 10], [10, 8], [9, 7], [9, 1], [6, 3], [3, 2], [0, 0]]","[[0, 0], [4, 5], [3, 10], [4, 10], [5, 10], [10, 8], [9, 7], [9, 1], [6, 3], [3, 2], [0, 0]]",-0.0,11.25,"[0, 0]","[4, 5]","[3, 10]","[4, 10]","[5, 10]","[10, 8]","[9, 7]","[9, 1]","[6, 3]","[3, 2]","[0, 0]",
297,150,40.0,9,8980.319,8980.319,31.477,31.477,"[[0, 0], [1, 3], [0, 10], [6, 6], [7, 4], [6, 4], [4, 3], [5, 0], [3, 1], [3, 1], [0, 0]]","[[0, 0], [1, 3], [0, 10], [6, 6], [7, 4], [6, 4], [4, 3], [5, 0], [3, 1], [3, 1], [0, 0]]",0.0,12.5455,"[0, 0]","[1, 3]","[0, 10]","[6, 6]","[7, 4]","[6, 4]","[4, 3]","[5, 0]","[3, 1]","[3, 1]","[0, 0]",
298,80,12.5,7,3304.061,3304.061,27.761,27.761,"[[0, 0], [7, 1], [9, 3], [6, 5], [5, 7], [2, 5], [1, 5], [0, 6], [0, 0]]","[[0, 0], [7, 1], [9, 3], [6, 5], [5, 7], [2, 5], [1, 5], [0, 6], [0, 0]]",0.0,0.2276,"[0, 0]","[7, 1]","[9, 3]","[6, 5]","[5, 7]","[2, 5]","[1, 5]","[0, 6]","[0, 0]",,,
299,95,47.5,8,7217.257,7932.653,30.599,29.284,"[[0, 0], [7, 4], [10, 5], [9, 8], [3, 7], [4, 6], [3, 4], [4, 3], [2, 1], [0, 0]]","[[0, 0], [3, 4], [4, 6], [3, 7], [9, 8], [10, 5], [7, 4], [4, 3], [2, 1], [0, 0]]",715.396,1.1492,"[0, 0]","[7, 4]","[10, 5]","[9, 8]","[3, 7]","[4, 6]","[3, 4]","[4, 3]","[2, 1]","[0, 0]",,
300,115,75.0,5,8637.238,9517.569,32.41,31.48,"[[0, 0], [2, 9], [9, 9], [9, 5], [5, 4], [3, 5], [0, 0]]","[[0, 0], [3, 5], [2, 9], [9, 9], [9, 5], [5, 4], [0, 0]]",880.331,0.029,"[0, 0]","[2, 9]","[9, 9]","[9, 5]","[5, 4]","[3, 5]","[0, 0]",,,,,
301,85,92.5,9,17172.913,17717.841,41.897,39.372,"[[0, 0], [0, 9], [8, 10], [10, 10], [10, 7], [10, 3], [8, 4], [6, 7], [1, 4], [1, 3], [0, 0]]","[[0, 0], [8, 4], [10, 3], [10, 7], [10, 10], [8, 10], [6, 7], [0, 9], [1, 4], [1, 3], [0, 0]]",544.929,11.5636,"[0, 0]","[0, 9]","[8, 10]","[10, 10]","[10, 7]","[10, 3]","[8, 4]","[6, 7]","[1, 4]","[1, 3]","[0, 0]",
302,110,25.0,8,7659.496,7659.496,37.231,37.231,"[[0, 0], [1, 8], [3, 10], [9, 9], [10, 7], [8, 6], [7, 7], [5, 5], [7, 1], [0, 0]]","[[0, 0], [1, 8], [3, 10], [9, 9], [10, 7], [8, 6], [7, 7], [5, 5], [7, 1], [0, 0]]",-0.0,1.2383,"[0, 0]","[1, 8]","[3, 10]","[9, 9]","[10, 7]","[8, 6]","[7, 7]","[5, 5]","[7, 1]","[0, 0]",,
303,105,7.5,4,3123.256,3123.256,27.409,27.409,"[[0, 0], [10, 0], [6, 6], [1, 5], [0, 0], [0, 0]]","[[0, 0], [10, 0], [6, 6], [1, 5], [0, 0], [0, 0]]",-0.0,0.022,"[0, 0]","[10, 0]","[6, 6]","[1, 5]","[0, 0]","[0, 0]",,,,,,
304,85,35.0,5,3534.995,3534.995,22.264,22.264,"[[0, 0], [7, 4], [8, 4], [6, 7], [4, 5], [1, 3], [0, 0]]","[[0, 0], [7, 4], [8, 4], [6, 7], [4, 5], [1, 3], [0, 0]]",-0.0,0.002,"[0, 0]","[7, 4]","[8, 4]","[6, 7]","[4, 5]","[1, 3]","[0, 0]",,,,,
305,70,75.0,8,8303.259,8303.259,27.439,27.439,"[[0, 0], [5, 0], [8, 5], [4, 9], [4, 8], [4, 6], [4, 6], [2, 4], [1, 4], [0, 0]]","[[0, 0], [5, 0], [8, 5], [4, 9], [4, 8], [4, 6], [4, 6], [2, 4], [1, 4], [0, 0]]",0.0,1.1812,"[0, 0]","[5, 0]","[8, 5]","[4, 9]","[4, 8]","[4, 6]","[4, 6]","[2, 4]","[1, 4]","[0, 0]",,
306,150,42.5,8,9408.905,10271.563,32.774,32.383,"[[0, 0], [7, 3], [9, 2], [9, 6], [8, 9], [0, 7], [0, 7], [0, 6], [1, 1], [0, 0]]","[[0, 0], [0, 6], [0, 7], [0, 7], [8, 9], [9, 6], [9, 2], [7, 3], [1, 1], [0, 0]]",862.659,1.1928,"[0, 0]","[7, 3]","[9, 2]","[9, 6]","[8, 9]","[0, 7]","[0, 7]","[0, 6]","[1, 1]","[0, 0]",,
307,110,62.5,6,8660.204,8660.204,29.96,29.96,"[[0, 0], [5, 0], [8, 7], [8, 10], [7, 9], [4, 9], [2, 6], [0, 0]]","[[0, 0], [5, 0], [8, 7], [8, 10], [7, 9], [4, 9], [2, 6], [0, 0]]",-0.0,0.0325,"[0, 0]","[5, 0]","[8, 7]","[8, 10]","[7, 9]","[4, 9]","[2, 6]","[0, 0]",,,,
308,30,55.0,3,2679.364,2679.364,30.155,30.155,"[[0, 0], [10, 10], [9, 4], [6, 2], [0, 0]]","[[0, 0], [10, 10], [9, 4], [6, 2], [0, 0]]",-0.0,0.0,"[0, 0]","[10, 10]","[9, 4]","[6, 2]","[0, 0]",,,,,,,
309,100,37.5,10,9309.668,9309.668,34.291,34.291,"[[0, 0], [10, 1], [10, 1], [7, 4], [7, 6], [7, 8], [6, 8], [5, 9], [4, 10], [2, 8], [3, 3], [0, 0]]","[[0, 0], [10, 1], [10, 1], [7, 4], [7, 6], [7, 8], [6, 8], [5, 9], [4, 10], [2, 8], [3, 3], [0, 0]]",-0.0,134.7295,"[0, 0]","[10, 1]","[10, 1]","[7, 4]","[7, 6]","[7, 8]","[6, 8]","[5, 9]","[4, 10]","[2, 8]","[3, 3]","[0, 0]"
310,95,95.0,7,12633.651,12817.806,34.295,34.162,"[[0, 0], [6, 2], [10, 8], [4, 7], [2, 10], [2, 8], [1, 8], [1, 7], [0, 0]]","[[0, 0], [6, 2], [10, 8], [4, 7], [2, 8], [2, 10], [1, 8], [1, 7], [0, 0]]",184.155,1.0997,"[0, 0]","[6, 2]","[10, 8]","[4, 7]","[2, 10]","[2, 8]","[1, 8]","[1, 7]","[0, 0]",,,
311,185,52.5,6,8971.637,8971.637,27.772,27.772,"[[0, 0], [2, 5], [3, 8], [9, 3], [8, 2], [4, 2], [4, 0], [0, 0]]","[[0, 0], [2, 5], [3, 8], [9, 3], [8, 2], [4, 2], [4, 0], [0, 0]]",0.0,0.014,"[0, 0]","[2, 5]","[3, 8]","[9, 3]","[8, 2]","[4, 2]","[4, 0]","[0, 0]",,,,
312,160,75.0,7,11804.156,11804.156,34.548,34.548,"[[0, 0], [7, 0], [9, 10], [6, 9], [2, 8], [3, 7], [3, 2], [2, 1], [0, 0]]","[[0, 0], [7, 0], [9, 10], [6, 9], [2, 8], [3, 7], [3, 2], [2, 1], [0, 0]]",-0.0,0.1065,"[0, 0]","[7, 0]","[9, 10]","[6, 9]","[2, 8]","[3, 7]","[3, 2]","[2, 1]","[0, 0]",,,
313,25,60.0,7,5927.777,6494.877,29.696,29.312,"[[0, 0], [5, 10], [8, 7], [7, 7], [7, 7], [5, 5], [6, 4], [7, 3], [0, 0]]","[[0, 0], [5, 5], [5, 10], [7, 7], [7, 7], [8, 7], [6, 4], [7, 3], [0, 0]]",567.1,0.11,"[0, 0]","[5, 10]","[8, 7]","[7, 7]","[7, 7]","[5, 5]","[6, 4]","[7, 3]","[0, 0]",,,
314,60,50.0,4,3546.299,3546.299,22.806,22.806,"[[0, 0], [6, 3], [8, 7], [5, 7], [4, 6], [0, 0]]","[[0, 0], [6, 3], [8, 7], [5, 7], [4, 6], [0, 0]]",0.0,0.002,"[0, 0]","[6, 3]","[8, 7]","[5, 7]","[4, 6]","[0, 0]",,,,,,
315,60,10.0,4,1988.725,2018.736,26.198,25.56,"[[0, 0], [9, 7], [7, 8], [6, 6], [4, 0], [0, 0]]","[[0, 0], [6, 6], [7, 8], [9, 7], [4, 0], [0, 0]]",30.011,0.001,"[0, 0]","[9, 7]","[7, 8]","[6, 6]","[4, 0]","[0, 0]",,,,,,
316,65,90.0,6,8847.915,8847.915,30.465,30.465,"[[0, 0], [9, 2], [5, 5], [5, 9], [4, 9], [2, 9], [1, 6], [0, 0]]","[[0, 0], [9, 2], [5, 5], [5, 9], [4, 9], [2, 9], [1, 6], [0, 0]]",-0.0,0.012,"[0, 0]","[9, 2]","[5, 5]","[5, 9]","[4, 9]","[2, 9]","[1, 6]","[0, 0]",,,,
317,45,60.0,7,7333.435,7910.522,31.77,31.481,"[[0, 0], [8, 1], [8, 4], [10, 9], [8, 8], [7, 7], [4, 5], [5, 3], [0, 0]]","[[0, 0], [5, 3], [8, 1], [8, 4], [10, 9], [8, 8], [7, 7], [4, 5], [0, 0]]",577.087,0.0915,"[0, 0]","[8, 1]","[8, 4]","[10, 9]","[8, 8]","[7, 7]","[4, 5]","[5, 3]","[0, 0]",,,
